language,query,medicine,intent
tulu,Amlodipine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Amlodipine,warnings
tulu,Amlodipine ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Amlodipine,warnings
tulu,Amlodipine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Amlodipine,interactions
tulu,Amlodipine ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Amlodipine,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Amlodipine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Amlodipine,interactions
tulu,Amlodipine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Amlodipine,dosage
tulu,Amlodipine ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Amlodipine,dosage
tulu,Amlodipine ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Amlodipine,dosage
tulu,Losartan ದೆಂದ್?,Losartan,medicine_info
tulu,Losartan ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Losartan,medicine_info
tulu,Losartan ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Losartan,medicine_info
tulu,Losartan ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Losartan,uses
tulu,Losartan ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Losartan,uses
tulu,Losartan ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Losartan,uses
tulu,Losartan ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Losartan,side_effects
tulu,Losartan ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Losartan,side_effects
tulu,Losartan ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Losartan,side_effects
tulu,Losartan ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Losartan,contraindications
tulu,Losartan ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Losartan,contraindications
tulu,ಯಾರೆ Losartan ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Losartan,contraindications
tulu,Losartan ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Losartan,warnings
tulu,Losartan ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Losartan,warnings
tulu,Losartan ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Losartan,warnings
tulu,Losartan ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Losartan,interactions
tulu,Losartan ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Losartan,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Losartan ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Losartan,interactions
tulu,Losartan ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Losartan,dosage
tulu,Losartan ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Losartan,dosage
tulu,Losartan ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Losartan,dosage
tulu,Enalapril ದೆಂದ್?,Enalapril,medicine_info
tulu,Enalapril ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Enalapril,medicine_info
tulu,Enalapril ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Enalapril,medicine_info
tulu,Enalapril ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Enalapril,uses
tulu,Enalapril ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Enalapril,uses
tulu,Enalapril ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Enalapril,uses
tulu,Enalapril ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Enalapril,side_effects
tulu,Enalapril ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Enalapril,side_effects
tulu,Enalapril ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Enalapril,side_effects
tulu,Enalapril ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Enalapril,contraindications
tulu,Enalapril ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Enalapril,contraindications
tulu,ಯಾರೆ Enalapril ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Enalapril,contraindications
tulu,Enalapril ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Enalapril,warnings
tulu,Enalapril ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Enalapril,warnings
tulu,Enalapril ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Enalapril,warnings
tulu,Enalapril ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Enalapril,interactions
tulu,Enalapril ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Enalapril,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Enalapril ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Enalapril,interactions
tulu,Enalapril ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Enalapril,dosage
tulu,Enalapril ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Enalapril,dosage
tulu,Enalapril ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Enalapril,dosage
tulu,Telmisartan ದೆಂದ್?,Telmisartan,medicine_info
tulu,Telmisartan ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Telmisartan,medicine_info
tulu,Telmisartan ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Telmisartan,medicine_info
tulu,Telmisartan ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Telmisartan,uses
tulu,Telmisartan ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Telmisartan,uses
tulu,Telmisartan ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Telmisartan,uses
tulu,Telmisartan ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Telmisartan,side_effects
tulu,Telmisartan ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Telmisartan,side_effects
tulu,Telmisartan ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Telmisartan,side_effects
tulu,Telmisartan ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Telmisartan,contraindications
tulu,Telmisartan ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Telmisartan,contraindications
tulu,ಯಾರೆ Telmisartan ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Telmisartan,contraindications
tulu,Telmisartan ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Telmisartan,warnings
tulu,Telmisartan ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Telmisartan,warnings
tulu,Telmisartan ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Telmisartan,warnings
tulu,Telmisartan ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Telmisartan,interactions
tulu,Telmisartan ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Telmisartan,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Telmisartan ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Telmisartan,interactions
tulu,Telmisartan ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Telmisartan,dosage
tulu,Telmisartan ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Telmisartan,dosage
tulu,Telmisartan ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Telmisartan,dosage
tulu,Hydrochlorothiazide ದೆಂದ್?,Hydrochlorothiazide,medicine_info
tulu,Hydrochlorothiazide ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Hydrochlorothiazide,medicine_info
tulu,Hydrochlorothiazide ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Hydrochlorothiazide,medicine_info
tulu,Hydrochlorothiazide ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Hydrochlorothiazide,uses
tulu,Hydrochlorothiazide ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Hydrochlorothiazide,uses
tulu,Hydrochlorothiazide ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Hydrochlorothiazide,uses
tulu,Hydrochlorothiazide ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Hydrochlorothiazide,side_effects
tulu,Hydrochlorothiazide ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Hydrochlorothiazide,side_effects
tulu,Hydrochlorothiazide ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Hydrochlorothiazide,side_effects
tulu,Hydrochlorothiazide ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Hydrochlorothiazide,contraindications
tulu,Hydrochlorothiazide ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Hydrochlorothiazide,contraindications
tulu,ಯಾರೆ Hydrochlorothiazide ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Hydrochlorothiazide,contraindications
tulu,Hydrochlorothiazide ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Hydrochlorothiazide,warnings
tulu,Hydrochlorothiazide ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Hydrochlorothiazide,warnings
tulu,Hydrochlorothiazide ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Hydrochlorothiazide,warnings
tulu,Hydrochlorothiazide ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Hydrochlorothiazide,interactions
tulu,Hydrochlorothiazide ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Hydrochlorothiazide,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Hydrochlorothiazide ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Hydrochlorothiazide,interactions
tulu,Hydrochlorothiazide ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Hydrochlorothiazide,dosage
tulu,Hydrochlorothiazide ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Hydrochlorothiazide,dosage
tulu,Hydrochlorothiazide ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Hydrochlorothiazide,dosage
tulu,Atenolol ದೆಂದ್?,Atenolol,medicine_info
tulu,Atenolol ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Atenolol,medicine_info
tulu,Atenolol ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Atenolol,medicine_info
tulu,Atenolol ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Atenolol,uses
tulu,Atenolol ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Atenolol,uses
tulu,Atenolol ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Atenolol,uses
tulu,Atenolol ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Atenolol,side_effects
tulu,Atenolol ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Atenolol,side_effects
tulu,Atenolol ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Atenolol,side_effects
tulu,Atenolol ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Atenolol,contraindications
tulu,Atenolol ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Atenolol,contraindications
tulu,ಯಾರೆ Atenolol ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Atenolol,contraindications
tulu,Atenolol ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Atenolol,warnings
tulu,Atenolol ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Atenolol,warnings
tulu,Atenolol ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Atenolol,warnings
tulu,Atenolol ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Atenolol,interactions
tulu,Atenolol ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Atenolol,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Atenolol ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Atenolol,interactions
tulu,Atenolol ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Atenolol,dosage
tulu,Atenolol ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Atenolol,dosage
tulu,Atenolol ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Atenolol,dosage
tulu,Ramipril ದೆಂದ್?,Ramipril,medicine_info
tulu,Ramipril ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Ramipril,medicine_info
tulu,Ramipril ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Ramipril,medicine_info
tulu,Ramipril ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Ramipril,uses
tulu,Ramipril ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Ramipril,uses
tulu,Ramipril ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Ramipril,uses
tulu,Ramipril ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Ramipril,side_effects
tulu,Ramipril ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Ramipril,side_effects
tulu,Ramipril ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Ramipril,side_effects
tulu,Ramipril ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Ramipril,contraindications
tulu,Ramipril ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Ramipril,contraindications
tulu,ಯಾರೆ Ramipril ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Ramipril,contraindications
tulu,Ramipril ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Ramipril,warnings
tulu,Ramipril ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Ramipril,warnings
tulu,Ramipril ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Ramipril,warnings
tulu,Ramipril ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ramipril,interactions
tulu,Ramipril ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ramipril,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Ramipril ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Ramipril,interactions
tulu,Ramipril ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Ramipril,dosage
tulu,Ramipril ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Ramipril,dosage
tulu,Ramipril ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Ramipril,dosage
tulu,Chlorthalidone ದೆಂದ್?,Chlorthalidone,medicine_info
tulu,Chlorthalidone ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Chlorthalidone,medicine_info
tulu,Chlorthalidone ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Chlorthalidone,medicine_info
tulu,Chlorthalidone ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Chlorthalidone,uses
tulu,Chlorthalidone ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Chlorthalidone,uses
tulu,Chlorthalidone ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Chlorthalidone,uses
tulu,Chlorthalidone ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Chlorthalidone,side_effects
tulu,Chlorthalidone ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Chlorthalidone,side_effects
tulu,Chlorthalidone ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Chlorthalidone,side_effects
tulu,Chlorthalidone ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Chlorthalidone,contraindications
tulu,Chlorthalidone ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Chlorthalidone,contraindications
tulu,ಯಾರೆ Chlorthalidone ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Chlorthalidone,contraindications
tulu,Chlorthalidone ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Chlorthalidone,warnings
tulu,Chlorthalidone ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Chlorthalidone,warnings
tulu,Chlorthalidone ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Chlorthalidone,warnings
tulu,Chlorthalidone ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Chlorthalidone,interactions
tulu,Chlorthalidone ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Chlorthalidone,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Chlorthalidone ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Chlorthalidone,interactions
tulu,Chlorthalidone ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Chlorthalidone,dosage
tulu,Chlorthalidone ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Chlorthalidone,dosage
tulu,Chlorthalidone ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Chlorthalidone,dosage
tulu,Carvedilol ದೆಂದ್?,Carvedilol,medicine_info
tulu,Carvedilol ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Carvedilol,medicine_info
tulu,Carvedilol ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Carvedilol,medicine_info
tulu,Carvedilol ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Carvedilol,uses
tulu,Carvedilol ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Carvedilol,uses
tulu,Carvedilol ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Carvedilol,uses
tulu,Carvedilol ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Carvedilol,side_effects
tulu,Carvedilol ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Carvedilol,side_effects
tulu,Carvedilol ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Carvedilol,side_effects
tulu,Carvedilol ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Carvedilol,contraindications
tulu,Carvedilol ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Carvedilol,contraindications
tulu,ಯಾರೆ Carvedilol ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Carvedilol,contraindications
tulu,Carvedilol ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Carvedilol,warnings
tulu,Carvedilol ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Carvedilol,warnings
tulu,Carvedilol ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Carvedilol,warnings
tulu,Carvedilol ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Carvedilol,interactions
tulu,Carvedilol ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Carvedilol,interactions
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Carvedilol ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Carvedilol,interactions
tulu,Carvedilol ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Carvedilol,dosage
tulu,Carvedilol ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Carvedilol,dosage
tulu,Carvedilol ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Carvedilol,dosage
tulu,Clonidine ದೆಂದ್?,Clonidine,medicine_info
tulu,Clonidine ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Clonidine,medicine_info
tulu,Clonidine ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Clonidine,medicine_info
tulu,Clonidine ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Clonidine,uses
tulu,Clonidine ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Clonidine,uses
tulu,Clonidine ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Clonidine,uses
tulu,Clonidine ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Clonidine,side_effects
tulu,Clonidine ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Clonidine,side_effects
tulu,Clonidine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Clonidine,side_effects
tulu,Clonidine ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Clonidine,contraindications
tulu,Clonidine ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Clonidine,contraindications
tulu,ಯಾರೆ Clonidine ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Clonidine,contraindications
tulu,Clonidine ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Clonidine,warnings
tulu,Clonidine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Clonidine,warnings
tulu,Clonidine ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Clonidine,warnings
