language,query,medicine,intent
tulu,Colchicine ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Colchicine,interactions
en,Who should not take Clonidine?,Clonidine,contraindications
kn,Colchicine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Colchicine,medicine_info
kn,Losartan ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Losartan,dosage
en,Who should avoid Ibuprofen?,Ibuprofen,contraindications
en,What is Acarbose used for?,Acarbose,uses
en,What should I be careful about when taking Insulin Glargine?,Insulin Glargine,warnings
en,Why is Sulfasalazine used?,Sulfasalazine,uses
tulu,Ramipril ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Ramipril,interactions
tulu,Hydrochlorothiazide ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Hydrochlorothiazide,warnings
en,Does Carvedilol interact with other medicines?,Carvedilol,interactions
tulu,Prednisolone ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Prednisolone,dosage
kn,ಯಾರು Chlorthalidone ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Chlorthalidone,contraindications
en,What are the side effects of Amlodipine?,Amlodipine,side_effects
kn,Chlorthalidone ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Chlorthalidone,dosage
en,What is Chlorthalidone?,Chlorthalidone,medicine_info
kn,Naproxen ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Naproxen,uses
en,What warnings should I know about Hydroxychloroquine?,Hydroxychloroquine,warnings
kn,Leflunomide ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Leflunomide,warnings
en,Who should avoid Carvedilol?,Carvedilol,contraindications
en,How should Methotrexate be taken?,Methotrexate,dosage
tulu,Clonidine ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Clonidine,warnings
kn,Enalapril ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Enalapril,medicine_info
tulu,Prednisolone ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Prednisolone,warnings
tulu,Diclofenac ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Diclofenac,dosage
tulu,ಯಾರೆ Ibuprofen ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Ibuprofen,contraindications
kn,Ibuprofen ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Ibuprofen,warnings
en,What warnings should I know about Glimepiride?,Glimepiride,warnings
kn,Atenolol ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Atenolol,uses
en,What do I need to know about Glimepiride?,Glimepiride,medicine_info
kn,Hydrochlorothiazide ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Hydrochlorothiazide,uses
en,How do I take Chlorthalidone?,Chlorthalidone,dosage
tulu,Carvedilol ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Carvedilol,dosage
kn,Atenolol ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Atenolol,side_effects
kn,Sitagliptin ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Sitagliptin,uses
kn,Clonidine ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Clonidine,warnings
tulu,Glimepiride ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Glimepiride,uses
kn,Celecoxib ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Celecoxib,interactions
en,Can Methotrexate interact with other drugs?,Methotrexate,interactions
en,What conditions is Sulfasalazine used for?,Sulfasalazine,uses
en,What is the dosage information for Diclofenac?,Diclofenac,dosage
en,What is the dosage information for Hydrochlorothiazide?,Hydrochlorothiazide,dosage
en,What is Colchicine?,Colchicine,medicine_info
tulu,Insulin Glargine ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Insulin Glargine,contraindications
en,Tell me about Hydroxychloroquine.,Hydroxychloroquine,medicine_info
en,Why is Enalapril used?,Enalapril,uses
en,What is the dosage information for Losartan?,Losartan,dosage
en,Who should not take Celecoxib?,Celecoxib,contraindications
en,What is Ibuprofen used for?,Ibuprofen,uses
en,When should Celecoxib not be used?,Celecoxib,contraindications
tulu,Metformin ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Metformin,side_effects
tulu,Ibuprofen ಯಾನ್ ಎಂಚ ಉಪಯೋಗ ಮಲ್ಪುಲೆ?,Ibuprofen,dosage
tulu,Hydrochlorothiazide ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Hydrochlorothiazide,contraindications
tulu,Naproxen ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Naproxen,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Diclofenac ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Diclofenac,interactions
tulu,Insulin Glargine ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Insulin Glargine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Hydrochlorothiazide ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Hydrochlorothiazide,interactions
en,What conditions is Sitagliptin used for?,Sitagliptin,uses
kn,Chlorthalidone ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸಬಹುದೇ?,Chlorthalidone,interactions
en,Tell me about Clonidine.,Clonidine,medicine_info
en,What warnings should I know about Dapagliflozin?,Dapagliflozin,warnings
en,When should Vildagliptin not be used?,Vildagliptin,contraindications
en,How do I take Pioglitazone?,Pioglitazone,dosage
tulu,Dapagliflozin ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Dapagliflozin,warnings
kn,Clonidine ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Clonidine,side_effects
kn,Insulin Glargine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Insulin Glargine,dosage
kn,Dapagliflozin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Dapagliflozin,contraindications
en,What is Naproxen?,Naproxen,medicine_info
kn,Telmisartan ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Telmisartan,uses
kn,Leflunomide ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Leflunomide,uses
tulu,Glimepiride ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Glimepiride,contraindications
kn,ಯಾರು Vildagliptin ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Vildagliptin,contraindications
kn,Pioglitazone ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Pioglitazone,uses
en,What should I be careful about when taking Celecoxib?,Celecoxib,warnings
kn,Clonidine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Clonidine,uses
tulu,Ramipril ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Ramipril,uses
kn,Chlorthalidone ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Chlorthalidone,contraindications
tulu,Chlorthalidone ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Chlorthalidone,contraindications
en,What is Clonidine?,Clonidine,medicine_info
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Glipizide ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Glipizide,interactions
tulu,ಯಾರೆ Naproxen ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Naproxen,contraindications
en,What is Glipizide?,Glipizide,medicine_info
en,Can Colchicine interact with other drugs?,Colchicine,interactions
tulu,Empagliflozin ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Empagliflozin,side_effects
en,What is Sitagliptin?,Sitagliptin,medicine_info
tulu,ಯಾರೆ Glimepiride ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Glimepiride,contraindications
kn,Ramipril ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Ramipril,dosage
tulu,Glipizide ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Glipizide,dosage
tulu,Hydroxychloroquine ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Hydroxychloroquine,side_effects
tulu,Diclofenac ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Diclofenac,uses
kn,Glimepiride ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Glimepiride,dosage
tulu,ಯಾರೆ Hydrochlorothiazide ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Hydrochlorothiazide,contraindications
tulu,Pioglitazone ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Pioglitazone,warnings
kn,Losartan ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Losartan,uses
tulu,Ibuprofen ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Ibuprofen,warnings
en,Tell me about Leflunomide.,Leflunomide,medicine_info
kn,Carvedilol ಎಂದರೇನು?,Carvedilol,medicine_info
tulu,Hydroxychloroquine ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Hydroxychloroquine,interactions
en,When should Glimepiride not be used?,Glimepiride,contraindications
tulu,Empagliflozin ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Empagliflozin,interactions
en,What is Empagliflozin?,Empagliflozin,medicine_info
kn,Telmisartan ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Telmisartan,contraindications
en,What is the dosage information for Ramipril?,Ramipril,dosage
en,What is the dosage information for Leflunomide?,Leflunomide,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Empagliflozin ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Empagliflozin,interactions
kn,Celecoxib ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Celecoxib,warnings
kn,Ibuprofen ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Ibuprofen,uses
en,What medicines can interact with Ibuprofen?,Ibuprofen,interactions
tulu,Clonidine ದ ಅಡ್ಡ ಪರಿಣಾಮೊಲು ಎಂಚಿನವು?,Clonidine,side_effects
en,What is Enalapril used for?,Enalapril,uses
kn,Amlodipine ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Amlodipine,medicine_info
kn,Prednisolone ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Prednisolone,dosage
tulu,Colchicine ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Colchicine,contraindications
tulu,Naproxen ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Naproxen,contraindications
kn,Atenolol ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Atenolol,side_effects
kn,Acarbose ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Acarbose,uses
tulu,Methotrexate ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Methotrexate,side_effects
kn,Ibuprofen ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Ibuprofen,warnings
en,What is Amlodipine used for?,Amlodipine,uses
en,What is Atenolol?,Atenolol,medicine_info
tulu,Insulin Glargine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Insulin Glargine,side_effects
kn,ಯಾರು Atenolol ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Atenolol,contraindications
kn,ಯಾರು Celecoxib ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Celecoxib,contraindications
en,Tell me about Vildagliptin.,Vildagliptin,medicine_info
kn,Methotrexate ಅನ್ನು ಯಾವುದಕ್ಕಾಗಿ ಬಳಸುತ್ತಾರೆ?,Methotrexate,uses
tulu,Hydrochlorothiazide ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Hydrochlorothiazide,uses
en,What are the side effects of Dapagliflozin?,Dapagliflozin,side_effects
tulu,Atenolol ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Atenolol,interactions
tulu,Leflunomide ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Leflunomide,contraindications
tulu,Ramipril ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Ramipril,side_effects
en,Why is Carvedilol used?,Carvedilol,uses
tulu,Losartan ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Losartan,dosage
en,What warnings should I know about Amlodipine?,Amlodipine,warnings
tulu,Empagliflozin ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Empagliflozin,dosage
kn,ಯಾವ ಔಷಧಿಗಳು Clonidine ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Clonidine,interactions
kn,ಯಾವ ಔಷಧಿಗಳು Enalapril ಜೊತೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡಬಹುದು?,Enalapril,interactions
tulu,Atenolol ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Atenolol,contraindications
tulu,Losartan ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Losartan,contraindications
en,Why is Empagliflozin used?,Empagliflozin,uses
kn,Insulin Glargine ಬಗ್ಗೆ ಮಾಹಿತಿ ನೀಡಿ.,Insulin Glargine,medicine_info
tulu,ಯಾರೆ Sulfasalazine ಯಾನ್ ತಪ್ಪಿಸಾಯೆರೆ?,Sulfasalazine,contraindications
tulu,Acarbose ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Acarbose,uses
tulu,Prednisolone ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Prednisolone,uses
tulu,Glimepiride ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Glimepiride,uses
en,Does Telmisartan interact with other medicines?,Telmisartan,interactions
kn,Metformin ಅನ್ನು ಹೇಗೆ ಬಳಸಬೇಕು?,Metformin,dosage
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Leflunomide ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Leflunomide,interactions
kn,Enalapril ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Enalapril,side_effects
tulu,Clonidine ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Clonidine,contraindications
kn,Diclofenac ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Diclofenac,side_effects
tulu,Clonidine ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Clonidine,dosage
en,What warnings should I know about Telmisartan?,Telmisartan,warnings
en,Can Losartan cause any side effects?,Losartan,side_effects
en,What problems can Diclofenac cause?,Diclofenac,side_effects
tulu,Sitagliptin ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Sitagliptin,medicine_info
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Atenolol ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Atenolol,interactions
en,What is Hydrochlorothiazide?,Hydrochlorothiazide,medicine_info
en,Can Hydrochlorothiazide cause any side effects?,Hydrochlorothiazide,side_effects
en,Tell me about Celecoxib.,Celecoxib,medicine_info
en,Why is Naproxen used?,Naproxen,uses
kn,Hydroxychloroquine ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Hydroxychloroquine,dosage
kn,ಯಾರು Ramipril ಅನ್ನು ತಪ್ಪಿಸಬೇಕು?,Ramipril,contraindications
en,How should Prednisolone be taken?,Prednisolone,dosage
en,What are the side effects of Colchicine?,Colchicine,side_effects
kn,Dapagliflozin ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Dapagliflozin,contraindications
en,What are the side effects of Ibuprofen?,Ibuprofen,side_effects
tulu,Prednisolone ದೆಂದ್?,Prednisolone,medicine_info
kn,Enalapril ಎಂದರೇನು?,Enalapril,medicine_info
tulu,Ibuprofen ದೆತೊನುವಾಗ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಕೊರ್ಲೆ?,Ibuprofen,warnings
en,What should I be careful about when taking Chlorthalidone?,Chlorthalidone,warnings
en,What warnings should I know about Clonidine?,Clonidine,warnings
kn,Pioglitazone ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Pioglitazone,contraindications
kn,Pioglitazone ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Pioglitazone,contraindications
en,Are there any warnings about Chlorthalidone?,Chlorthalidone,warnings
en,What conditions is Acarbose used for?,Acarbose,uses
en,Can Leflunomide interact with other drugs?,Leflunomide,interactions
tulu,Vildagliptin ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Vildagliptin,dosage
tulu,Celecoxib ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Celecoxib,uses
kn,Telmisartan ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಾಡುತ್ತದೆಯೇ?,Telmisartan,interactions
en,What do I need to know about Empagliflozin?,Empagliflozin,medicine_info
en,What conditions is Glipizide used for?,Glipizide,uses
kn,Hydroxychloroquine ಯಾವ ಕಾಯಿಲೆಗೆ ಬಳಸಲಾಗುತ್ತದೆ?,Hydroxychloroquine,uses
tulu,Sulfasalazine ದಿಂದ ಎಂಚಿನ ಸಮಸ್ಯೆ ಆಪುಂಡು?,Sulfasalazine,side_effects
tulu,Insulin Glargine ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Insulin Glargine,dosage
en,What do I need to know about Ramipril?,Ramipril,medicine_info
en,Does Empagliflozin interact with other medicines?,Empagliflozin,interactions
kn,Glipizide ಅನ್ನು ಹೇಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು?,Glipizide,dosage
tulu,Hydrochlorothiazide ಯಾನ್ ಯಾಕೆ ಉಪಯೋಗ ಮಲ್ಪುಂಡು?,Hydrochlorothiazide,uses
tulu,Losartan ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Losartan,medicine_info
tulu,Celecoxib ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Celecoxib,contraindications
en,Why is Hydroxychloroquine used?,Hydroxychloroquine,uses
en,Are there any warnings about Prednisolone?,Prednisolone,warnings
tulu,Sitagliptin ಬೊಕ್ಕ ಬೇತೆ ಮರ್ದ್‌ಲು ಒಟ್ಟುಗು ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Sitagliptin,interactions
en,What conditions is Insulin Glargine used for?,Insulin Glargine,uses
tulu,Enalapril ಯಾನ್ ಯಾನ್ ಸಮಯಡ್ ದೆತೊನ್ಬಾರದು?,Enalapril,contraindications
kn,Naproxen ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Naproxen,warnings
kn,Glipizide ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Glipizide,contraindications
kn,Colchicine ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Colchicine,warnings
kn,Vildagliptin ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Vildagliptin,side_effects
en,Who should avoid Diclofenac?,Diclofenac,contraindications
tulu,Celecoxib ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Celecoxib,dosage
en,How should Chlorthalidone be taken?,Chlorthalidone,dosage
tulu,Chlorthalidone ಯಾನ್ ಎಂಚ ದೆತೊನ್ಬೇಕು?,Chlorthalidone,dosage
tulu,Methotrexate ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Methotrexate,warnings
en,What conditions is Ramipril used for?,Ramipril,uses
tulu,Acarbose ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Acarbose,warnings
tulu,Losartan ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Losartan,contraindications
tulu,Acarbose ಯಾನ್ ಯಾರೆ ದೆತೊನ್ಬಾರದು?,Acarbose,contraindications
kn,Telmisartan ಅಡ್ಡ ಪರಿಣಾಮಗಳನ್ನು ಉಂಟುಮಾಡಬಹುದೇ?,Telmisartan,side_effects
kn,Enalapril ನ ಅಡ್ಡ ಪರಿಣಾಮಗಳು ಯಾವುವು?,Enalapril,side_effects
kn,Prednisolone ಬಗ್ಗೆ ಯಾವುದೇ ಎಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,Prednisolone,warnings
kn,Chlorthalidone ಏಕೆ ಬಳಸಲಾಗುತ್ತದೆ?,Chlorthalidone,uses
en,How should Celecoxib be taken?,Celecoxib,dosage
kn,Sulfasalazine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Sulfasalazine,warnings
en,Does Losartan interact with other medicines?,Losartan,interactions
tulu,Celecoxib ಬಗ್ಗೆ ಎಂಚಿನ ಎಚ್ಚರಿಕೆ ಉಂಡು?,Celecoxib,warnings
kn,Amlodipine ಬಗ್ಗೆ ಯಾವ ಎಚ್ಚರಿಕೆಗಳನ್ನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Amlodipine,warnings
tulu,ಎಂಚಿನ ಮರ್ದ್‌ಲು Insulin Glargine ಬೊಕ್ಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ ಮಲ್ಪುಂಡು?,Insulin Glargine,interactions
kn,Sitagliptin ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Sitagliptin,side_effects
kn,Atenolol ಬಗ್ಗೆ ನಾನು ಏನು ತಿಳಿದುಕೊಳ್ಳಬೇಕು?,Atenolol,medicine_info
tulu,Glimepiride ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಉಂಡಾ?,Glimepiride,warnings
en,What is Glimepiride?,Glimepiride,medicine_info
tulu,Acarbose ದ ಬಗ್ಗೆ ಮಾಹಿತಿ ಕೊರ್ಲೆ.,Acarbose,medicine_info
en,Tell me about Prednisolone.,Prednisolone,medicine_info
tulu,Celecoxib ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Celecoxib,uses
kn,Leflunomide ನಿಂದ ಯಾವ ಸಮಸ್ಯೆಗಳು ಉಂಟಾಗಬಹುದು?,Leflunomide,side_effects
tulu,Ramipril ಯಾನ್ ಎತ್ ಕಾಯಿಲೆಗ್ ಉಪಯೋಗ ಆಪುಂಡು?,Ramipril,uses
tulu,Atenolol ಬಗ್ಗೆ ಎಂಕ್ ಏನ್ ಗೊತ್ತ್ ಆಪುನ?,Atenolol,medicine_info
en,How should Vildagliptin be taken?,Vildagliptin,dosage
en,When should Amlodipine not be used?,Amlodipine,contraindications
kn,Sitagliptin ಅನ್ನು ಯಾವಾಗ ಬಳಸಬಾರದು?,Sitagliptin,contraindications
kn,Ramipril ಅನ್ನು ಯಾರು ತೆಗೆದುಕೊಳ್ಳಬಾರದು?,Ramipril,contraindications
tulu,Glimepiride ದ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಎಂಚಿನದು?,Glimepiride,dosage
tulu,Colchicine ಯಾನ್ ಎತ್ಕ್ ಉಪಯೋಗ ಆಪುಂಡು?,Colchicine,uses
tulu,Sulfasalazine ಬೇತೆ ಮರ್ದ್‌ದೊಟ್ಟುಗು ಪ್ರತಿಕ್ರಿಯೆ ಮಲ್ಪುಂಡಾ?,Sulfasalazine,interactions
en,What is Prednisolone used for?,Prednisolone,uses
en,What is the dosage information for Telmisartan?,Telmisartan,dosage
en,Who should not take Insulin Glargine?,Insulin Glargine,contraindications
en,Can Diclofenac interact with other drugs?,Diclofenac,interactions
en,How do I take Celecoxib?,Celecoxib,dosage
kn,Acarbose ನ ಡೋಸೇಜ್ ಮಾಹಿತಿ ಏನು?,Acarbose,dosage
tulu,Clonidine ದಿಂದ ಅಡ್ಡ ಪರಿಣಾಮ ಆಪುಂಡಾ?,Clonidine,side_effects
kn,Acarbose ತೆಗೆದುಕೊಳ್ಳುವಾಗ ನಾನು ಯಾವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಇರಬೇಕು?,Acarbose,warnings
